,gene_ids,feature_types,genome,n_cells,n_counts,gene_name,n_droplets
WDR77,ENSG00000116455,Gene Expression,GRCh38,700,808.0,WDR77,700
AF230666.1,ENSG00000223697,Gene Expression,GRCh38,4,4.0,AF230666.1,4
AL138976.2,ENSG00000259775,Gene Expression,GRCh38,21,21.0,AL138976.2,21
AL645608.8,ENSG00000272512,Gene Expression,GRCh38,19,19.0,AL645608.8,19
LIG1,ENSG00000105486,Gene Expression,GRCh38,434,491.0,LIG1,434
RFPL1S,ENSG00000225465,Gene Expression,GRCh38,12,12.0,RFPL1S,12
PPP2R5A,ENSG00000066027,Gene Expression,GRCh38,829,944.0,PPP2R5A,829
JARID2,ENSG00000008083,Gene Expression,GRCh38,1683,2350.0,JARID2,1683
TRIB1,ENSG00000173334,Gene Expression,GRCh38,675,856.0,TRIB1,675
PTPRD,ENSG00000153707,Gene Expression,GRCh38,4,5.0,PTPRD,4
ELOVL3,ENSG00000119915,Gene Expression,GRCh38,8,8.0,ELOVL3,8
KIF13A,ENSG00000137177,Gene Expression,GRCh38,680,761.0,KIF13A,680
LEPROTL1,ENSG00000104660,Gene Expression,GRCh38,2689,4863.0,LEPROTL1,2689
AC022733.2,ENSG00000254143,Gene Expression,GRCh38,6,6.0,AC022733.2,6
CORO2A,ENSG00000106789,Gene Expression,GRCh38,1653,2312.0,CORO2A,1653
ERICH6B,ENSG00000165837,Gene Expression,GRCh38,3,3.0,ERICH6B,3
FAM200B,ENSG00000237765,Gene Expression,GRCh38,1182,1527.0,FAM200B,1182
POTEM,ENSG00000222036,Gene Expression,GRCh38,4,4.0,POTEM,4
PLLP,ENSG00000102934,Gene Expression,GRCh38,78,84.0,PLLP,78
RHPN2,ENSG00000131941,Gene Expression,GRCh38,494,578.0,RHPN2,494
LSM14B,ENSG00000149657,Gene Expression,GRCh38,362,385.0,LSM14B,362
SOAT1,ENSG00000057252,Gene Expression,GRCh38,1954,2973.0,SOAT1,1954
TMEM164,ENSG00000157600,Gene Expression,GRCh38,278,302.0,TMEM164,278
AC010624.3,ENSG00000269091,Gene Expression,GRCh38,6,6.0,AC010624.3,6
HPF1,ENSG00000056050,Gene Expression,GRCh38,1058,1259.0,HPF1,1058
AC007620.2,ENSG00000242539,Gene Expression,GRCh38,73,77.0,AC007620.2,73
AC116424.1,ENSG00000250129,Gene Expression,GRCh38,11,12.0,AC116424.1,11
HYAL3,ENSG00000186792,Gene Expression,GRCh38,72,74.0,HYAL3,72
LINC01983,ENSG00000223783,Gene Expression,GRCh38,111,116.0,LINC01983,111
USO1,ENSG00000138768,Gene Expression,GRCh38,2076,2857.0,USO1,2076
AC132807.2,ENSG00000274840,Gene Expression,GRCh38,10,10.0,AC132807.2,10
AKAP3,ENSG00000111254,Gene Expression,GRCh38,16,16.0,AKAP3,16
AC105020.3,ENSG00000260235,Gene Expression,GRCh38,3,3.0,AC105020.3,3
PALB2,ENSG00000083093,Gene Expression,GRCh38,192,202.0,PALB2,192
DLEC1,ENSG00000008226,Gene Expression,GRCh38,3,3.0,DLEC1,3
ENDOU,ENSG00000111405,Gene Expression,GRCh38,171,196.0,ENDOU,171
PLK4,ENSG00000142731,Gene Expression,GRCh38,65,67.0,PLK4,65
BID,ENSG00000015475,Gene Expression,GRCh38,176,195.0,BID,176
LHFPL4,ENSG00000156959,Gene Expression,GRCh38,37,38.0,LHFPL4,37
ACTBL2,ENSG00000169067,Gene Expression,GRCh38,32,40.0,ACTBL2,32
NOVA2,ENSG00000104967,Gene Expression,GRCh38,3,3.0,NOVA2,3
LRRTM2,ENSG00000146006,Gene Expression,GRCh38,52,52.0,LRRTM2,52
MTFR1,ENSG00000066855,Gene Expression,GRCh38,625,681.0,MTFR1,625
AC008440.2,ENSG00000232220,Gene Expression,GRCh38,106,107.0,AC008440.2,106
LAIR2,ENSG00000167618,Gene Expression,GRCh38,6,8.0,LAIR2,6
SPATA6L,ENSG00000106686,Gene Expression,GRCh38,215,235.0,SPATA6L,215
AL591845.1,ENSG00000116883,Gene Expression,GRCh38,290,334.0,AL591845.1,290
LINC02280,ENSG00000260792,Gene Expression,GRCh38,8,8.0,LINC02280,8
WDR48,ENSG00000114742,Gene Expression,GRCh38,832,930.0,WDR48,832
BOC,ENSG00000144857,Gene Expression,GRCh38,110,116.0,BOC,110
CYP11A1,ENSG00000140459,Gene Expression,GRCh38,6339,23621.0,CYP11A1,6339
AC004233.3,ENSG00000272079,Gene Expression,GRCh38,81,83.0,AC004233.3,81
DOK3,ENSG00000146094,Gene Expression,GRCh38,45,45.0,DOK3,45
CD40,ENSG00000101017,Gene Expression,GRCh38,455,548.0,CD40,455
AC010343.3,ENSG00000250697,Gene Expression,GRCh38,10,10.0,AC010343.3,10
AP000265.1,ENSG00000261610,Gene Expression,GRCh38,8,8.0,AP000265.1,8
SMCO2,ENSG00000165935,Gene Expression,GRCh38,38,39.0,SMCO2,38
GJD4,ENSG00000177291,Gene Expression,GRCh38,4,4.0,GJD4,4
MCM8,ENSG00000125885,Gene Expression,GRCh38,284,306.0,MCM8,284
NAA38,ENSG00000183011,Gene Expression,GRCh38,2552,4465.0,NAA38,2552
ACSL4,ENSG00000068366,Gene Expression,GRCh38,3044,5494.0,ACSL4,3044
SLCO6A1,ENSG00000205359,Gene Expression,GRCh38,27,27.0,SLCO6A1,27
LINC00624,ENSG00000278811,Gene Expression,GRCh38,31,32.0,LINC00624,31
DPP7,ENSG00000176978,Gene Expression,GRCh38,2532,4360.0,DPP7,2532
ACAA1,ENSG00000060971,Gene Expression,GRCh38,1585,2069.0,ACAA1,1585
AC027601.3,ENSG00000275542,Gene Expression,GRCh38,5,5.0,AC027601.3,5
DUSP16,ENSG00000111266,Gene Expression,GRCh38,759,854.0,DUSP16,759
AC003956.1,ENSG00000268564,Gene Expression,GRCh38,39,41.0,AC003956.1,39
AC103691.2,ENSG00000275332,Gene Expression,GRCh38,6,6.0,AC103691.2,6
IGLV7-46,ENSG00000211649,Gene Expression,GRCh38,3,3.0,IGLV7-46,3
FAM57A,ENSG00000167695,Gene Expression,GRCh38,499,564.0,FAM57A,499
VWA5A,ENSG00000110002,Gene Expression,GRCh38,440,468.0,VWA5A,440
TFDP2,ENSG00000114126,Gene Expression,GRCh38,2023,3063.0,TFDP2,2023
MTERF1,ENSG00000127989,Gene Expression,GRCh38,250,258.0,MTERF1,250
REV1,ENSG00000135945,Gene Expression,GRCh38,951,1106.0,REV1,951
PAGR1,ENSG00000280789,Gene Expression,GRCh38,32,32.0,PAGR1,32
ARL6IP1,ENSG00000170540,Gene Expression,GRCh38,3210,6243.0,ARL6IP1,3210
KIF16B,ENSG00000089177,Gene Expression,GRCh38,592,666.0,KIF16B,592
PTPN6,ENSG00000111679,Gene Expression,GRCh38,621,683.0,PTPN6,621
CASP3,ENSG00000164305,Gene Expression,GRCh38,1170,1435.0,CASP3,1170
FCER1G,ENSG00000158869,Gene Expression,GRCh38,4,5.0,FCER1G,4
AL445483.1,ENSG00000260088,Gene Expression,GRCh38,32,32.0,AL445483.1,32
PITHD1,ENSG00000057757,Gene Expression,GRCh38,1448,1872.0,PITHD1,1448
AC098484.3,ENSG00000283580,Gene Expression,GRCh38,4,4.0,AC098484.3,4
MAPKBP1,ENSG00000137802,Gene Expression,GRCh38,695,800.0,MAPKBP1,695
AC092747.4,ENSG00000275764,Gene Expression,GRCh38,141,146.0,AC092747.4,141
DDX42,ENSG00000198231,Gene Expression,GRCh38,1872,2401.0,DDX42,1872
OSER1-DT,ENSG00000223891,Gene Expression,GRCh38,183,186.0,OSER1-DT,183
CLCC1,ENSG00000121940,Gene Expression,GRCh38,734,830.0,CLCC1,734
JUNB,ENSG00000171223,Gene Expression,GRCh38,4307,10163.0,JUNB,4307
INSIG2,ENSG00000125629,Gene Expression,GRCh38,1166,1533.0,INSIG2,1166
TTC7B,ENSG00000165914,Gene Expression,GRCh38,704,795.0,TTC7B,704
DDB1,ENSG00000167986,Gene Expression,GRCh38,5667,15420.0,DDB1,5667
PIP4K2B,ENSG00000276293,Gene Expression,GRCh38,499,538.0,PIP4K2B,499
SLC35B3,ENSG00000124786,Gene Expression,GRCh38,788,910.0,SLC35B3,788
YPEL3,ENSG00000090238,Gene Expression,GRCh38,3901,8834.0,YPEL3,3901
GOLGA1,ENSG00000136935,Gene Expression,GRCh38,312,337.0,GOLGA1,312
HAX1,ENSG00000143575,Gene Expression,GRCh38,1828,2528.0,HAX1,1828
RFTN2,ENSG00000162944,Gene Expression,GRCh38,18,18.0,RFTN2,18
MBTPS1,ENSG00000140943,Gene Expression,GRCh38,1845,2380.0,MBTPS1,1845
GPR32,ENSG00000142511,Gene Expression,GRCh38,887,1180.0,GPR32,887
CASZ1,ENSG00000130940,Gene Expression,GRCh38,27,27.0,CASZ1,27
PAN2,ENSG00000135473,Gene Expression,GRCh38,561,644.0,PAN2,561
FUT1,ENSG00000174951,Gene Expression,GRCh38,6,6.0,FUT1,6
AC004943.1,ENSG00000259209,Gene Expression,GRCh38,7,7.0,AC004943.1,7
ACSL3,ENSG00000123983,Gene Expression,GRCh38,1809,2890.0,ACSL3,1809
PDZD2,ENSG00000133401,Gene Expression,GRCh38,1122,1397.0,PDZD2,1122
GSTA3,ENSG00000174156,Gene Expression,GRCh38,440,636.0,GSTA3,440
AC011445.2,ENSG00000269246,Gene Expression,GRCh38,6,6.0,AC011445.2,6
CCT6A,ENSG00000146731,Gene Expression,GRCh38,2288,3515.0,CCT6A,2288
SEC23A,ENSG00000100934,Gene Expression,GRCh38,1923,2814.0,SEC23A,1923
IQCG,ENSG00000114473,Gene Expression,GRCh38,153,160.0,IQCG,153
GCC2,ENSG00000135968,Gene Expression,GRCh38,2723,4010.0,GCC2,2723
ZDHHC6,ENSG00000023041,Gene Expression,GRCh38,851,966.0,ZDHHC6,851
CCDC25,ENSG00000147419,Gene Expression,GRCh38,1963,2636.0,CCDC25,1963
SLC31A1,ENSG00000136868,Gene Expression,GRCh38,1032,1273.0,SLC31A1,1032
OR2A12,ENSG00000221858,Gene Expression,GRCh38,5,5.0,OR2A12,5
NCR3,ENSG00000204475,Gene Expression,GRCh38,4,5.0,NCR3,4
OTUD6A,ENSG00000189401,Gene Expression,GRCh38,7,7.0,OTUD6A,7
PRNCR1,ENSG00000282961,Gene Expression,GRCh38,133,134.0,PRNCR1,133
AC010260.1,ENSG00000251675,Gene Expression,GRCh38,4,4.0,AC010260.1,4
SH3RF2,ENSG00000156463,Gene Expression,GRCh38,8,8.0,SH3RF2,8
ING1,ENSG00000153487,Gene Expression,GRCh38,1191,1455.0,ING1,1191
XAF1,ENSG00000132530,Gene Expression,GRCh38,1108,1696.0,XAF1,1108
TMEM147,ENSG00000105677,Gene Expression,GRCh38,2786,5114.0,TMEM147,2786
PIM1,ENSG00000137193,Gene Expression,GRCh38,2118,3084.0,PIM1,2118
C6orf163,ENSG00000203872,Gene Expression,GRCh38,59,63.0,C6orf163,59
CCDC151,ENSG00000198003,Gene Expression,GRCh38,147,171.0,CCDC151,147
HIST3H2A,ENSG00000181218,Gene Expression,GRCh38,791,1210.0,HIST3H2A,791
KLHDC2,ENSG00000165516,Gene Expression,GRCh38,1080,1305.0,KLHDC2,1080
AC011416.3,ENSG00000283897,Gene Expression,GRCh38,4,4.0,AC011416.3,4
LINC02100,ENSG00000248693,Gene Expression,GRCh38,12,13.0,LINC02100,12
AP001528.2,ENSG00000255471,Gene Expression,GRCh38,12,14.0,AP001528.2,12
AL160153.1,ENSG00000276012,Gene Expression,GRCh38,13,13.0,AL160153.1,13
AMZ1,ENSG00000174945,Gene Expression,GRCh38,390,460.0,AMZ1,390
MSANTD3,ENSG00000066697,Gene Expression,GRCh38,1147,1417.0,MSANTD3,1147
SH3KBP1,ENSG00000147010,Gene Expression,GRCh38,984,1294.0,SH3KBP1,984
SELENOH,ENSG00000211450,Gene Expression,GRCh38,3123,5832.0,SELENOH,3123
LRP11,ENSG00000120256,Gene Expression,GRCh38,339,380.0,LRP11,339
P2RX5-TAX1BP3,ENSG00000257950,Gene Expression,GRCh38,3,3.0,P2RX5-TAX1BP3,3
AC097460.1,ENSG00000245322,Gene Expression,GRCh38,20,20.0,AC097460.1,20
ELAC2,ENSG00000006744,Gene Expression,GRCh38,682,748.0,ELAC2,682
ACOT11,ENSG00000162390,Gene Expression,GRCh38,138,154.0,ACOT11,138
SRPRA,ENSG00000182934,Gene Expression,GRCh38,1778,2457.0,SRPRA,1778
ALX1,ENSG00000180318,Gene Expression,GRCh38,25,25.0,ALX1,25
KLF5,ENSG00000102554,Gene Expression,GRCh38,2373,3897.0,KLF5,2373
CNIH1,ENSG00000100528,Gene Expression,GRCh38,1482,1941.0,CNIH1,1482
ST20,ENSG00000180953,Gene Expression,GRCh38,210,224.0,ST20,210
KLF11,ENSG00000172059,Gene Expression,GRCh38,475,530.0,KLF11,475
FKBP11,ENSG00000134285,Gene Expression,GRCh38,2048,3180.0,FKBP11,2048
FGFBP1,ENSG00000137440,Gene Expression,GRCh38,16,17.0,FGFBP1,16
ATXN3,ENSG00000066427,Gene Expression,GRCh38,1294,1568.0,ATXN3,1294
FAM96B,ENSG00000166595,Gene Expression,GRCh38,3699,7971.0,FAM96B,3699
SUPT7L,ENSG00000119760,Gene Expression,GRCh38,647,733.0,SUPT7L,647
AL627171.1,ENSG00000278002,Gene Expression,GRCh38,30,31.0,AL627171.1,30
APOBEC2,ENSG00000124701,Gene Expression,GRCh38,410,966.0,APOBEC2,410
SAMD12,ENSG00000177570,Gene Expression,GRCh38,22,23.0,SAMD12,22
FAM183A,ENSG00000186973,Gene Expression,GRCh38,41,41.0,FAM183A,41
AKR1B15,ENSG00000227471,Gene Expression,GRCh38,167,177.0,AKR1B15,167
SLC6A11,ENSG00000132164,Gene Expression,GRCh38,1278,1985.0,SLC6A11,1278
CYGB,ENSG00000161544,Gene Expression,GRCh38,155,266.0,CYGB,155
GRTP1-AS1,ENSG00000225083,Gene Expression,GRCh38,3,3.0,GRTP1-AS1,3
AL049830.3,ENSG00000258525,Gene Expression,GRCh38,8,8.0,AL049830.3,8
GNL2,ENSG00000134697,Gene Expression,GRCh38,1026,1192.0,GNL2,1026
C1orf74,ENSG00000162757,Gene Expression,GRCh38,95,98.0,C1orf74,95
ZNF697,ENSG00000143067,Gene Expression,GRCh38,344,370.0,ZNF697,344
CEBPE,ENSG00000092067,Gene Expression,GRCh38,3,3.0,CEBPE,3
STARD9,ENSG00000159433,Gene Expression,GRCh38,11,11.0,STARD9,11
CCL5,ENSG00000271503,Gene Expression,GRCh38,327,1231.0,CCL5,327
CNGB1,ENSG00000070729,Gene Expression,GRCh38,26,27.0,CNGB1,26
FKBP8,ENSG00000105701,Gene Expression,GRCh38,3785,7037.0,FKBP8,3785
AC008637.1,ENSG00000253978,Gene Expression,GRCh38,10,10.0,AC008637.1,10
ITM2C,ENSG00000135916,Gene Expression,GRCh38,3190,7674.0,ITM2C,3190
ADCY3,ENSG00000138031,Gene Expression,GRCh38,42,43.0,ADCY3,42
KLF7,ENSG00000118263,Gene Expression,GRCh38,147,151.0,KLF7,147
CNNM3-DT,ENSG00000273265,Gene Expression,GRCh38,4,4.0,CNNM3-DT,4
LRRC27,ENSG00000148814,Gene Expression,GRCh38,101,103.0,LRRC27,101
AC005480.1,ENSG00000258891,Gene Expression,GRCh38,22,24.0,AC005480.1,22
BCL6,ENSG00000113916,Gene Expression,GRCh38,715,813.0,BCL6,715
HGSNAT,ENSG00000165102,Gene Expression,GRCh38,1809,2491.0,HGSNAT,1809
ATP6V0D1,ENSG00000159720,Gene Expression,GRCh38,2007,2990.0,ATP6V0D1,2007
CALM2,ENSG00000143933,Gene Expression,GRCh38,5924,23447.0,CALM2,5924
HS3ST3B1,ENSG00000125430,Gene Expression,GRCh38,480,538.0,HS3ST3B1,480
HAAO,ENSG00000162882,Gene Expression,GRCh38,19,19.0,HAAO,19
U2AF2,ENSG00000063244,Gene Expression,GRCh38,1434,1710.0,U2AF2,1434
MIF,ENSG00000240972,Gene Expression,GRCh38,7133,39805.0,MIF,7133
AC011815.1,ENSG00000268573,Gene Expression,GRCh38,32,32.0,AC011815.1,32
ARHGDIA,ENSG00000141522,Gene Expression,GRCh38,3253,5128.0,ARHGDIA,3253
FBXO8,ENSG00000164117,Gene Expression,GRCh38,796,922.0,FBXO8,796
SLC25A1,ENSG00000100075,Gene Expression,GRCh38,3398,6518.0,SLC25A1,3398
PLEKHM3,ENSG00000178385,Gene Expression,GRCh38,511,571.0,PLEKHM3,511
SMIM10,ENSG00000184785,Gene Expression,GRCh38,29,31.0,SMIM10,29
AC009283.1,ENSG00000273576,Gene Expression,GRCh38,114,117.0,AC009283.1,114
CCDC149,ENSG00000181982,Gene Expression,GRCh38,248,267.0,CCDC149,248
ZBTB45,ENSG00000119574,Gene Expression,GRCh38,258,270.0,ZBTB45,258
PRKDC,ENSG00000253729,Gene Expression,GRCh38,2606,4125.0,PRKDC,2606
AC006213.2,ENSG00000267058,Gene Expression,GRCh38,43,43.0,AC006213.2,43
MIRLET7BHG,ENSG00000197182,Gene Expression,GRCh38,12,12.0,MIRLET7BHG,12
SEC24A,ENSG00000113615,Gene Expression,GRCh38,1791,2366.0,SEC24A,1791
AC138028.1,ENSG00000182376,Gene Expression,GRCh38,18,18.0,AC138028.1,18
REXO4,ENSG00000148300,Gene Expression,GRCh38,1367,1711.0,REXO4,1367
LINC01087,ENSG00000224559,Gene Expression,GRCh38,91,98.0,LINC01087,91
MDFI,ENSG00000112559,Gene Expression,GRCh38,1177,1507.0,MDFI,1177
ZFYVE26,ENSG00000072121,Gene Expression,GRCh38,290,306.0,ZFYVE26,290
AC104035.1,ENSG00000258551,Gene Expression,GRCh38,3,3.0,AC104035.1,3
BRD4,ENSG00000141867,Gene Expression,GRCh38,4347,9539.0,BRD4,4347
SEC24B,ENSG00000138802,Gene Expression,GRCh38,763,841.0,SEC24B,763
LINC02241,ENSG00000251629,Gene Expression,GRCh38,24,25.0,LINC02241,24
CEP128,ENSG00000100629,Gene Expression,GRCh38,163,168.0,CEP128,163
ARHGAP18,ENSG00000146376,Gene Expression,GRCh38,1347,1955.0,ARHGAP18,1347
TEX14,ENSG00000121101,Gene Expression,GRCh38,150,163.0,TEX14,150
TBC1D13,ENSG00000107021,Gene Expression,GRCh38,430,465.0,TBC1D13,430
AC009171.2,ENSG00000263105,Gene Expression,GRCh38,6,6.0,AC009171.2,6
GAA,ENSG00000171298,Gene Expression,GRCh38,3836,8762.0,GAA,3836
KBTBD2,ENSG00000170852,Gene Expression,GRCh38,711,784.0,KBTBD2,711
POLR2L,ENSG00000177700,Gene Expression,GRCh38,4106,11090.0,POLR2L,4106
AC079315.1,ENSG00000270028,Gene Expression,GRCh38,19,23.0,AC079315.1,19
IL17RC,ENSG00000163702,Gene Expression,GRCh38,195,205.0,IL17RC,195
PLA2G4F,ENSG00000168907,Gene Expression,GRCh38,90,92.0,PLA2G4F,90
RAI1,ENSG00000108557,Gene Expression,GRCh38,68,70.0,RAI1,68
FOCAD-AS1,ENSG00000227071,Gene Expression,GRCh38,3,3.0,FOCAD-AS1,3
ELOB,ENSG00000103363,Gene Expression,GRCh38,6828,33388.0,ELOB,6828
EIF2B5,ENSG00000145191,Gene Expression,GRCh38,1025,1190.0,EIF2B5,1025
ZNF470,ENSG00000197016,Gene Expression,GRCh38,66,68.0,ZNF470,66
BCL2L15,ENSG00000188761,Gene Expression,GRCh38,9,9.0,BCL2L15,9
AL365205.1,ENSG00000124593,Gene Expression,GRCh38,42,42.0,AL365205.1,42
AL117339.5,ENSG00000283930,Gene Expression,GRCh38,69,70.0,AL117339.5,69
INO80,ENSG00000128908,Gene Expression,GRCh38,793,884.0,INO80,793
U47924.3,ENSG00000275703,Gene Expression,GRCh38,14,18.0,U47924.3,14
AC068987.4,ENSG00000261586,Gene Expression,GRCh38,44,45.0,AC068987.4,44
AC080023.1,ENSG00000254554,Gene Expression,GRCh38,31,31.0,AC080023.1,31
CRYGS,ENSG00000213139,Gene Expression,GRCh38,24,24.0,CRYGS,24
ARHGEF10,ENSG00000104728,Gene Expression,GRCh38,94,101.0,ARHGEF10,94
INTS13,ENSG00000064102,Gene Expression,GRCh38,216,223.0,INTS13,216
TEX11,ENSG00000120498,Gene Expression,GRCh38,3,3.0,TEX11,3
COQ3,ENSG00000132423,Gene Expression,GRCh38,130,134.0,COQ3,130
BX322234.1,ENSG00000226445,Gene Expression,GRCh38,8,8.0,BX322234.1,8
FST,ENSG00000134363,Gene Expression,GRCh38,86,132.0,FST,86
AC006027.1,ENSG00000272638,Gene Expression,GRCh38,115,120.0,AC006027.1,115
C9orf66,ENSG00000183784,Gene Expression,GRCh38,79,85.0,C9orf66,79
PSMD11,ENSG00000108671,Gene Expression,GRCh38,2715,4379.0,PSMD11,2715
CRTAP,ENSG00000170275,Gene Expression,GRCh38,1617,2502.0,CRTAP,1617
AL138885.3,ENSG00000285278,Gene Expression,GRCh38,125,130.0,AL138885.3,125
GINS1,ENSG00000101003,Gene Expression,GRCh38,109,117.0,GINS1,109
HNMT,ENSG00000150540,Gene Expression,GRCh38,931,1124.0,HNMT,931
RFT1,ENSG00000163933,Gene Expression,GRCh38,577,631.0,RFT1,577
SERF1A,ENSG00000172058,Gene Expression,GRCh38,17,17.0,SERF1A,17
RILPL1,ENSG00000188026,Gene Expression,GRCh38,1534,2098.0,RILPL1,1534
ATF7IP,ENSG00000171681,Gene Expression,GRCh38,1493,1958.0,ATF7IP,1493
TAGLN2,ENSG00000158710,Gene Expression,GRCh38,4177,10571.0,TAGLN2,4177
EPSTI1,ENSG00000133106,Gene Expression,GRCh38,1773,3073.0,EPSTI1,1773
DNASE1,ENSG00000213918,Gene Expression,GRCh38,554,609.0,DNASE1,554
SECISBP2,ENSG00000187742,Gene Expression,GRCh38,1335,1662.0,SECISBP2,1335
ATF2,ENSG00000115966,Gene Expression,GRCh38,1302,1602.0,ATF2,1302
BX293535.1,ENSG00000237429,Gene Expression,GRCh38,20,20.0,BX293535.1,20
PVT1,ENSG00000249859,Gene Expression,GRCh38,409,448.0,PVT1,409
AASDHPPT,ENSG00000149313,Gene Expression,GRCh38,1794,2403.0,AASDHPPT,1794
FAM214A,ENSG00000047346,Gene Expression,GRCh38,1250,1535.0,FAM214A,1250
SEPT4,ENSG00000108387,Gene Expression,GRCh38,17,18.0,SEPT4,17
MYEOV,ENSG00000172927,Gene Expression,GRCh38,12,12.0,MYEOV,12
CFAP45,ENSG00000213085,Gene Expression,GRCh38,54,57.0,CFAP45,54
SHMT2,ENSG00000182199,Gene Expression,GRCh38,1268,1580.0,SHMT2,1268
AK5,ENSG00000154027,Gene Expression,GRCh38,1389,2299.0,AK5,1389
PROSER3,ENSG00000167595,Gene Expression,GRCh38,102,105.0,PROSER3,102
APAF1,ENSG00000120868,Gene Expression,GRCh38,605,678.0,APAF1,605
FAM133A,ENSG00000179083,Gene Expression,GRCh38,68,110.0,FAM133A,68
AARD,ENSG00000205002,Gene Expression,GRCh38,13,14.0,AARD,13
NPTX1,ENSG00000171246,Gene Expression,GRCh38,24,33.0,NPTX1,24
RIC1,ENSG00000107036,Gene Expression,GRCh38,569,620.0,RIC1,569
CAND1,ENSG00000111530,Gene Expression,GRCh38,1939,2608.0,CAND1,1939
TMEM8B,ENSG00000137103,Gene Expression,GRCh38,460,506.0,TMEM8B,460
PDE4A,ENSG00000065989,Gene Expression,GRCh38,303,344.0,PDE4A,303
TOMM22,ENSG00000100216,Gene Expression,GRCh38,1914,2875.0,TOMM22,1914
AC006252.1,ENSG00000243224,Gene Expression,GRCh38,4,4.0,AC006252.1,4
RAB18,ENSG00000099246,Gene Expression,GRCh38,2701,4290.0,RAB18,2701
RIOK1,ENSG00000124784,Gene Expression,GRCh38,840,1011.0,RIOK1,840
AC090510.2,ENSG00000274403,Gene Expression,GRCh38,3,3.0,AC090510.2,3
AL139011.1,ENSG00000228606,Gene Expression,GRCh38,9,9.0,AL139011.1,9
PLD2,ENSG00000129219,Gene Expression,GRCh38,787,890.0,PLD2,787
SLC12A2,ENSG00000064651,Gene Expression,GRCh38,402,453.0,SLC12A2,402
CHODL,ENSG00000154645,Gene Expression,GRCh38,179,190.0,CHODL,179
COL11A1,ENSG00000060718,Gene Expression,GRCh38,1286,3653.0,COL11A1,1286
MCM3,ENSG00000112118,Gene Expression,GRCh38,974,1267.0,MCM3,974
AC008731.1,ENSG00000261669,Gene Expression,GRCh38,33,33.0,AC008731.1,33
ADAM28,ENSG00000042980,Gene Expression,GRCh38,280,340.0,ADAM28,280
AL589765.4,ENSG00000249602,Gene Expression,GRCh38,5,5.0,AL589765.4,5
GPAM,ENSG00000119927,Gene Expression,GRCh38,262,274.0,GPAM,262
LINC02210-CRHR1,ENSG00000263715,Gene Expression,GRCh38,18,19.0,LINC02210-CRHR1,18
CNTROB,ENSG00000170037,Gene Expression,GRCh38,226,235.0,CNTROB,226
NDUFAF3,ENSG00000178057,Gene Expression,GRCh38,1915,2879.0,NDUFAF3,1915
ATP11B,ENSG00000058063,Gene Expression,GRCh38,899,1035.0,ATP11B,899
FBXW9,ENSG00000132004,Gene Expression,GRCh38,239,247.0,FBXW9,239
PDZD8,ENSG00000165650,Gene Expression,GRCh38,797,928.0,PDZD8,797
GATAD1,ENSG00000157259,Gene Expression,GRCh38,1687,2314.0,GATAD1,1687
TMEM206,ENSG00000065600,Gene Expression,GRCh38,193,198.0,TMEM206,193
PCDHGA8,ENSG00000253767,Gene Expression,GRCh38,17,19.0,PCDHGA8,17
CD74,ENSG00000019582,Gene Expression,GRCh38,43,46.0,CD74,43
GAL3ST1,ENSG00000128242,Gene Expression,GRCh38,15,15.0,GAL3ST1,15
NDUFV3,ENSG00000160194,Gene Expression,GRCh38,2462,3940.0,NDUFV3,2462
BMPER,ENSG00000164619,Gene Expression,GRCh38,130,146.0,BMPER,130
HES2,ENSG00000069812,Gene Expression,GRCh38,982,1561.0,HES2,982
APOOL,ENSG00000155008,Gene Expression,GRCh38,841,979.0,APOOL,841
ACADSB,ENSG00000196177,Gene Expression,GRCh38,178,188.0,ACADSB,178
ZNF664,ENSG00000179195,Gene Expression,GRCh38,550,592.0,ZNF664,550
RFX1,ENSG00000132005,Gene Expression,GRCh38,1180,1441.0,RFX1,1180
DUSP14,ENSG00000276023,Gene Expression,GRCh38,1992,3198.0,DUSP14,1992
AC073575.2,ENSG00000274227,Gene Expression,GRCh38,18,19.0,AC073575.2,18
HHLA3,ENSG00000197568,Gene Expression,GRCh38,521,591.0,HHLA3,521
MTCH1,ENSG00000137409,Gene Expression,GRCh38,3285,5760.0,MTCH1,3285
AC090948.3,ENSG00000272529,Gene Expression,GRCh38,6,6.0,AC090948.3,6
C1orf216,ENSG00000142686,Gene Expression,GRCh38,56,56.0,C1orf216,56
IFITM1,ENSG00000185885,Gene Expression,GRCh38,653,1002.0,IFITM1,653
ARMCX5,ENSG00000125962,Gene Expression,GRCh38,256,266.0,ARMCX5,256
GOLGA6L4,ENSG00000184206,Gene Expression,GRCh38,147,154.0,GOLGA6L4,147
USP25,ENSG00000155313,Gene Expression,GRCh38,909,1058.0,USP25,909
TNFRSF12A,ENSG00000006327,Gene Expression,GRCh38,2837,5647.0,TNFRSF12A,2837
AC091849.2,ENSG00000251532,Gene Expression,GRCh38,11,12.0,AC091849.2,11
AC092803.2,ENSG00000260805,Gene Expression,GRCh38,62,64.0,AC092803.2,62
CAPN11,ENSG00000137225,Gene Expression,GRCh38,6,6.0,CAPN11,6
CYP7A1,ENSG00000167910,Gene Expression,GRCh38,6,7.0,CYP7A1,6
AC087857.1,ENSG00000229642,Gene Expression,GRCh38,39,39.0,AC087857.1,39
C10orf67,ENSG00000179133,Gene Expression,GRCh38,8,8.0,C10orf67,8
