,gene_ids,feature_types,genome,n_counts,gene_name,n_droplets
LINC02000,ENSG00000243832,Gene Expression,GRCh38,4.0,LINC02000,4
AIP,ENSG00000110711,Gene Expression,GRCh38,1529.0,AIP,1485
AC145207.7,ENSG00000264735,Gene Expression,GRCh38,2.0,AC145207.7,2
AC005332.4,ENSG00000274561,Gene Expression,GRCh38,77.0,AC005332.4,73
TAS2R14,ENSG00000212127,Gene Expression,GRCh38,13.0,TAS2R14,13
LINC01214,ENSG00000243550,Gene Expression,GRCh38,0.0,LINC01214,0
HIST1H1C,ENSG00000187837,Gene Expression,GRCh38,5327.0,HIST1H1C,5008
IFIT1B,ENSG00000204010,Gene Expression,GRCh38,1.0,IFIT1B,1
AC003101.1,ENSG00000228768,Gene Expression,GRCh38,1.0,AC003101.1,1
EMCN,ENSG00000164035,Gene Expression,GRCh38,2.0,EMCN,2
POLD2,ENSG00000106628,Gene Expression,GRCh38,1419.0,POLD2,1362
S100A12,ENSG00000163221,Gene Expression,GRCh38,5.0,S100A12,5
EBAG9,ENSG00000147654,Gene Expression,GRCh38,550.0,EBAG9,534
OAS2,ENSG00000111335,Gene Expression,GRCh38,1760.0,OAS2,1722
SSU72,ENSG00000160075,Gene Expression,GRCh38,4122.0,SSU72,3824
AC001226.1,ENSG00000274898,Gene Expression,GRCh38,0.0,AC001226.1,0
NSUN2,ENSG00000037474,Gene Expression,GRCh38,617.0,NSUN2,610
CDC42EP4,ENSG00000179604,Gene Expression,GRCh38,908.0,CDC42EP4,891
AKAP9,ENSG00000127914,Gene Expression,GRCh38,4062.0,AKAP9,3681
TMEM70,ENSG00000175606,Gene Expression,GRCh38,678.0,TMEM70,662
AL008635.1,ENSG00000273176,Gene Expression,GRCh38,0.0,AL008635.1,0
BCL2,ENSG00000171791,Gene Expression,GRCh38,486.0,BCL2,463
ZNF677,ENSG00000197928,Gene Expression,GRCh38,371.0,ZNF677,366
LINC00314,ENSG00000178457,Gene Expression,GRCh38,1.0,LINC00314,1
MUM1,ENSG00000160953,Gene Expression,GRCh38,678.0,MUM1,656
MTFMT,ENSG00000103707,Gene Expression,GRCh38,321.0,MTFMT,312
RMDN2,ENSG00000115841,Gene Expression,GRCh38,47.0,RMDN2,47
MAPKAPK2,ENSG00000162889,Gene Expression,GRCh38,1056.0,MAPKAPK2,1031
ZNF594,ENSG00000180626,Gene Expression,GRCh38,14.0,ZNF594,14
ZC3H3,ENSG00000014164,Gene Expression,GRCh38,382.0,ZC3H3,377
ALOX5AP,ENSG00000132965,Gene Expression,GRCh38,376.0,ALOX5AP,369
IFNK,ENSG00000147896,Gene Expression,GRCh38,1.0,IFNK,1
ELAVL4,ENSG00000162374,Gene Expression,GRCh38,1.0,ELAVL4,1
AL356417.3,ENSG00000285492,Gene Expression,GRCh38,2.0,AL356417.3,2
DCTPP1,ENSG00000179958,Gene Expression,GRCh38,1003.0,DCTPP1,986
TRMT2A,ENSG00000099899,Gene Expression,GRCh38,478.0,TRMT2A,469
TMEM191B,ENSG00000278558,Gene Expression,GRCh38,172.0,TMEM191B,172
AC131971.1,ENSG00000183562,Gene Expression,GRCh38,3.0,AC131971.1,3
RAB40A,ENSG00000172476,Gene Expression,GRCh38,11.0,RAB40A,11
CAPZB,ENSG00000077549,Gene Expression,GRCh38,7567.0,CAPZB,6899
ZNF814,ENSG00000204514,Gene Expression,GRCh38,83.0,ZNF814,82
SLC5A8,ENSG00000256870,Gene Expression,GRCh38,4.0,SLC5A8,4
PCYT1A,ENSG00000161217,Gene Expression,GRCh38,1186.0,PCYT1A,1142
FBLN1,ENSG00000077942,Gene Expression,GRCh38,123488.0,FBLN1,51351
SIGLEC15,ENSG00000197046,Gene Expression,GRCh38,3.0,SIGLEC15,3
AC006441.3,ENSG00000265784,Gene Expression,GRCh38,4.0,AC006441.3,4
DUT,ENSG00000128951,Gene Expression,GRCh38,2629.0,DUT,2523
JRKL,ENSG00000183340,Gene Expression,GRCh38,297.0,JRKL,290
EXOC1L,ENSG00000250821,Gene Expression,GRCh38,1.0,EXOC1L,1
RBPMS2,ENSG00000166831,Gene Expression,GRCh38,54.0,RBPMS2,52
TOP3A,ENSG00000177302,Gene Expression,GRCh38,266.0,TOP3A,264
EN2,ENSG00000164778,Gene Expression,GRCh38,2.0,EN2,2
ZNF132,ENSG00000131849,Gene Expression,GRCh38,27.0,ZNF132,25
DENND1C,ENSG00000205744,Gene Expression,GRCh38,2.0,DENND1C,2
NUFIP1,ENSG00000083635,Gene Expression,GRCh38,379.0,NUFIP1,366
AC084757.3,ENSG00000259705,Gene Expression,GRCh38,21.0,AC084757.3,21
IGFL1,ENSG00000188293,Gene Expression,GRCh38,3.0,IGFL1,3
RGPD1,ENSG00000187627,Gene Expression,GRCh38,28.0,RGPD1,28
PUF60,ENSG00000179950,Gene Expression,GRCh38,2651.0,PUF60,2552
RHOH,ENSG00000168421,Gene Expression,GRCh38,9.0,RHOH,9
MKL1,ENSG00000196588,Gene Expression,GRCh38,597.0,MKL1,583
Z82217.1,ENSG00000279652,Gene Expression,GRCh38,39.0,Z82217.1,38
AC022211.2,ENSG00000263843,Gene Expression,GRCh38,16.0,AC022211.2,16
AC137723.1,ENSG00000264569,Gene Expression,GRCh38,3.0,AC137723.1,3
AC024132.2,ENSG00000251080,Gene Expression,GRCh38,1.0,AC024132.2,1
CD34,ENSG00000174059,Gene Expression,GRCh38,2.0,CD34,2
AC010185.1,ENSG00000255644,Gene Expression,GRCh38,10.0,AC010185.1,10
C2orf91,ENSG00000205086,Gene Expression,GRCh38,3.0,C2orf91,3
ZRSR2,ENSG00000169249,Gene Expression,GRCh38,537.0,ZRSR2,500
HMGN3,ENSG00000118418,Gene Expression,GRCh38,17995.0,HMGN3,14833
ADGRF3,ENSG00000173567,Gene Expression,GRCh38,10.0,ADGRF3,10
HOXA11,ENSG00000005073,Gene Expression,GRCh38,3.0,HOXA11,3
TRIM68,ENSG00000167333,Gene Expression,GRCh38,267.0,TRIM68,257
TTI1,ENSG00000101407,Gene Expression,GRCh38,393.0,TTI1,356
DIABLO-1,ENSG00000184047,Gene Expression,GRCh38,27.0,DIABLO-1,27
AL358975.1,ENSG00000233086,Gene Expression,GRCh38,1.0,AL358975.1,1
AP005717.1,ENSG00000245330,Gene Expression,GRCh38,1.0,AP005717.1,1
ARPC1A,ENSG00000241685,Gene Expression,GRCh38,6402.0,ARPC1A,5905
FKBP7,ENSG00000079150,Gene Expression,GRCh38,252.0,FKBP7,243
COX11,ENSG00000166260,Gene Expression,GRCh38,709.0,COX11,702
ERN2,ENSG00000134398,Gene Expression,GRCh38,5.0,ERN2,5
NOM1,ENSG00000146909,Gene Expression,GRCh38,419.0,NOM1,408
ANKRD17,ENSG00000132466,Gene Expression,GRCh38,1793.0,ANKRD17,1720
CDCA4,ENSG00000170779,Gene Expression,GRCh38,949.0,CDCA4,930
DNAH11,ENSG00000105877,Gene Expression,GRCh38,22.0,DNAH11,22
MTRNR2L12,ENSG00000269028,Gene Expression,GRCh38,23590.0,MTRNR2L12,18237
AL162632.3,ENSG00000260046,Gene Expression,GRCh38,5.0,AL162632.3,5
PPP1R12A,ENSG00000058272,Gene Expression,GRCh38,3885.0,PPP1R12A,3535
KLHDC10,ENSG00000128607,Gene Expression,GRCh38,1061.0,KLHDC10,1022
EFL1,ENSG00000140598,Gene Expression,GRCh38,297.0,EFL1,291
AC108472.1,ENSG00000235902,Gene Expression,GRCh38,1.0,AC108472.1,1
AKR1E2,ENSG00000165568,Gene Expression,GRCh38,25.0,AKR1E2,24
NIFK,ENSG00000155438,Gene Expression,GRCh38,2455.0,NIFK,2279
ARMCX3-AS1,ENSG00000228275,Gene Expression,GRCh38,3.0,ARMCX3-AS1,3
AC009061.2,ENSG00000270049,Gene Expression,GRCh38,14.0,AC009061.2,14
C7orf61,ENSG00000185955,Gene Expression,GRCh38,7.0,C7orf61,7
EMILIN1,ENSG00000138080,Gene Expression,GRCh38,5.0,EMILIN1,5
EXOSC7,ENSG00000075914,Gene Expression,GRCh38,1165.0,EXOSC7,1128
CENPA,ENSG00000115163,Gene Expression,GRCh38,28.0,CENPA,28
FKBP2,ENSG00000173486,Gene Expression,GRCh38,20990.0,FKBP2,16964
EIF3J-DT,ENSG00000179523,Gene Expression,GRCh38,227.0,EIF3J-DT,222
AC010331.1,ENSG00000277383,Gene Expression,GRCh38,5.0,AC010331.1,5
GDAP1L1,ENSG00000124194,Gene Expression,GRCh38,5.0,GDAP1L1,5
TRGC1,ENSG00000211689,Gene Expression,GRCh38,9.0,TRGC1,8
PANK3,ENSG00000120137,Gene Expression,GRCh38,2454.0,PANK3,2344
AC114763.1,ENSG00000228043,Gene Expression,GRCh38,6.0,AC114763.1,6
WDFY1,ENSG00000085449,Gene Expression,GRCh38,1382.0,WDFY1,1353
AC005332.8,ENSG00000278740,Gene Expression,GRCh38,3.0,AC005332.8,3
RIT2,ENSG00000152214,Gene Expression,GRCh38,11.0,RIT2,11
AC097662.1,ENSG00000236432,Gene Expression,GRCh38,8.0,AC097662.1,8
CPEB2,ENSG00000137449,Gene Expression,GRCh38,670.0,CPEB2,650
MIR548XHG,ENSG00000224141,Gene Expression,GRCh38,2.0,MIR548XHG,2
AC022929.2,ENSG00000274281,Gene Expression,GRCh38,1.0,AC022929.2,1
OR51V1,ENSG00000176742,Gene Expression,GRCh38,1.0,OR51V1,1
ATPAF1,ENSG00000123472,Gene Expression,GRCh38,576.0,ATPAF1,557
VAV3,ENSG00000134215,Gene Expression,GRCh38,2100.0,VAV3,2025
GPR150,ENSG00000178015,Gene Expression,GRCh38,33.0,GPR150,33
DCLRE1B,ENSG00000118655,Gene Expression,GRCh38,104.0,DCLRE1B,103
DNAJC3,ENSG00000102580,Gene Expression,GRCh38,4691.0,DNAJC3,4386
PAWR,ENSG00000177425,Gene Expression,GRCh38,3289.0,PAWR,3119
MRPS35,ENSG00000061794,Gene Expression,GRCh38,2154.0,MRPS35,2083
AC002429.2,ENSG00000236197,Gene Expression,GRCh38,11.0,AC002429.2,11
DNAJB4,ENSG00000162616,Gene Expression,GRCh38,1039.0,DNAJB4,1008
LGMN,ENSG00000100600,Gene Expression,GRCh38,6713.0,LGMN,6183
CUL1,ENSG00000055130,Gene Expression,GRCh38,2075.0,CUL1,1963
AC046143.2,ENSG00000272707,Gene Expression,GRCh38,1.0,AC046143.2,1
C3orf70,ENSG00000187068,Gene Expression,GRCh38,1.0,C3orf70,1
PTK7,ENSG00000112655,Gene Expression,GRCh38,25.0,PTK7,23
TTYH3,ENSG00000136295,Gene Expression,GRCh38,4247.0,TTYH3,4056
C5orf66,ENSG00000224186,Gene Expression,GRCh38,7.0,C5orf66,7
PCDH12,ENSG00000113555,Gene Expression,GRCh38,23.0,PCDH12,22
ZNF790,ENSG00000197863,Gene Expression,GRCh38,84.0,ZNF790,81
C3orf14,ENSG00000114405,Gene Expression,GRCh38,424.0,C3orf14,416
AL139424.3,ENSG00000284735,Gene Expression,GRCh38,14.0,AL139424.3,13
AC007998.4,ENSG00000275512,Gene Expression,GRCh38,0.0,AC007998.4,0
C14orf119,ENSG00000179933,Gene Expression,GRCh38,1366.0,C14orf119,1338
LINC02266,ENSG00000272727,Gene Expression,GRCh38,39.0,LINC02266,37
AL031651.1,ENSG00000277550,Gene Expression,GRCh38,1.0,AL031651.1,1
AC114810.1,ENSG00000271868,Gene Expression,GRCh38,1.0,AC114810.1,1
LINC02365,ENSG00000254233,Gene Expression,GRCh38,6.0,LINC02365,5
SOX7,ENSG00000171056,Gene Expression,GRCh38,42.0,SOX7,39
ZNF786,ENSG00000197362,Gene Expression,GRCh38,39.0,ZNF786,39
YIF1A,ENSG00000174851,Gene Expression,GRCh38,8634.0,YIF1A,7799
AC007216.4,ENSG00000263307,Gene Expression,GRCh38,3.0,AC007216.4,3
LINC00323,ENSG00000226496,Gene Expression,GRCh38,15.0,LINC00323,15
ATP2B2,ENSG00000157087,Gene Expression,GRCh38,1.0,ATP2B2,1
RALGAPA2,ENSG00000188559,Gene Expression,GRCh38,716.0,RALGAPA2,687
NES,ENSG00000132688,Gene Expression,GRCh38,763.0,NES,741
AC097468.3,ENSG00000272644,Gene Expression,GRCh38,24.0,AC097468.3,23
GCG,ENSG00000115263,Gene Expression,GRCh38,2.0,GCG,2
CCDC71L,ENSG00000253276,Gene Expression,GRCh38,672.0,CCDC71L,662
PTPN23,ENSG00000076201,Gene Expression,GRCh38,1282.0,PTPN23,1244
KC877392.1,ENSG00000255260,Gene Expression,GRCh38,1.0,KC877392.1,1
CD9,ENSG00000010278,Gene Expression,GRCh38,2063.0,CD9,1977
TSPAN14,ENSG00000108219,Gene Expression,GRCh38,5581.0,TSPAN14,5160
FPGS,ENSG00000136877,Gene Expression,GRCh38,484.0,FPGS,471
NAT14,ENSG00000090971,Gene Expression,GRCh38,388.0,NAT14,379
PCDHB13,ENSG00000187372,Gene Expression,GRCh38,3.0,PCDHB13,3
AL645634.1,ENSG00000228426,Gene Expression,GRCh38,1.0,AL645634.1,1
PIN1,ENSG00000127445,Gene Expression,GRCh38,1927.0,PIN1,1875
SENP3-EIF4A1,ENSG00000277957,Gene Expression,GRCh38,1.0,SENP3-EIF4A1,1
AC005262.2,ENSG00000267139,Gene Expression,GRCh38,1.0,AC005262.2,1
AC020911.2,ENSG00000267275,Gene Expression,GRCh38,18.0,AC020911.2,17
CASC1,ENSG00000118307,Gene Expression,GRCh38,7.0,CASC1,7
FOXI3,ENSG00000214336,Gene Expression,GRCh38,76.0,FOXI3,75
DDIT4,ENSG00000168209,Gene Expression,GRCh38,4109.0,DDIT4,3885
TRAPPC10,ENSG00000160218,Gene Expression,GRCh38,367.0,TRAPPC10,361
FAM222A-AS1,ENSG00000255650,Gene Expression,GRCh38,0.0,FAM222A-AS1,0
RALGAPA1,ENSG00000174373,Gene Expression,GRCh38,459.0,RALGAPA1,452
AC087623.3,ENSG00000272092,Gene Expression,GRCh38,89.0,AC087623.3,83
FAM201A,ENSG00000204860,Gene Expression,GRCh38,29.0,FAM201A,28
AC010320.4,ENSG00000269535,Gene Expression,GRCh38,1.0,AC010320.4,1
CDK5RAP1,ENSG00000101391,Gene Expression,GRCh38,424.0,CDK5RAP1,414
CCDC114,ENSG00000105479,Gene Expression,GRCh38,5.0,CCDC114,5
ERI3,ENSG00000117419,Gene Expression,GRCh38,1308.0,ERI3,1283
LINC01141,ENSG00000236963,Gene Expression,GRCh38,1.0,LINC01141,1
FSIP2-AS1,ENSG00000231646,Gene Expression,GRCh38,8.0,FSIP2-AS1,8
CA10,ENSG00000154975,Gene Expression,GRCh38,13.0,CA10,12
MRI1,ENSG00000037757,Gene Expression,GRCh38,352.0,MRI1,338
CCT8L2,ENSG00000198445,Gene Expression,GRCh38,1.0,CCT8L2,1
KLC1,ENSG00000126214,Gene Expression,GRCh38,2238.0,KLC1,2139
KDM4D,ENSG00000186280,Gene Expression,GRCh38,29.0,KDM4D,28
AL354760.1,ENSG00000273483,Gene Expression,GRCh38,2.0,AL354760.1,2
MCCC1,ENSG00000078070,Gene Expression,GRCh38,196.0,MCCC1,192
AL512791.2,ENSG00000275198,Gene Expression,GRCh38,4.0,AL512791.2,4
AC087741.1,ENSG00000262580,Gene Expression,GRCh38,162.0,AC087741.1,158
ZNF260,ENSG00000254004,Gene Expression,GRCh38,389.0,ZNF260,374
AC074035.1,ENSG00000236513,Gene Expression,GRCh38,1.0,AC074035.1,1
TLR3,ENSG00000164342,Gene Expression,GRCh38,247.0,TLR3,244
PANK2,ENSG00000125779,Gene Expression,GRCh38,623.0,PANK2,612
RASA4,ENSG00000105808,Gene Expression,GRCh38,22.0,RASA4,22
CRNDE,ENSG00000245694,Gene Expression,GRCh38,30.0,CRNDE,28
KRT6B,ENSG00000185479,Gene Expression,GRCh38,4.0,KRT6B,4
ZNF718,ENSG00000250312,Gene Expression,GRCh38,55.0,ZNF718,53
AC006435.3,ENSG00000274758,Gene Expression,GRCh38,1.0,AC006435.3,1
CCDC144NL-AS1,ENSG00000233098,Gene Expression,GRCh38,562.0,CCDC144NL-AS1,537
AC240565.2,ENSG00000280279,Gene Expression,GRCh38,0.0,AC240565.2,0
GOLGA5,ENSG00000066455,Gene Expression,GRCh38,2211.0,GOLGA5,2134
AC008083.2,ENSG00000258181,Gene Expression,GRCh38,1.0,AC008083.2,1
ZDHHC15,ENSG00000102383,Gene Expression,GRCh38,2.0,ZDHHC15,2
AC027097.1,ENSG00000267040,Gene Expression,GRCh38,76.0,AC027097.1,76
FUNDC1,ENSG00000069509,Gene Expression,GRCh38,533.0,FUNDC1,514
MED9,ENSG00000141026,Gene Expression,GRCh38,174.0,MED9,168
GKAP1,ENSG00000165113,Gene Expression,GRCh38,80.0,GKAP1,77
UQCRH,ENSG00000173660,Gene Expression,GRCh38,12191.0,UQCRH,10578
AC004943.3,ENSG00000279206,Gene Expression,GRCh38,1.0,AC004943.3,1
AC104794.4,ENSG00000271787,Gene Expression,GRCh38,1.0,AC104794.4,1
AC082651.3,ENSG00000243491,Gene Expression,GRCh38,4.0,AC082651.3,4
AC009034.1,ENSG00000261113,Gene Expression,GRCh38,1.0,AC009034.1,1
TOM1,ENSG00000100284,Gene Expression,GRCh38,1343.0,TOM1,1298
SLC30A7,ENSG00000162695,Gene Expression,GRCh38,1596.0,SLC30A7,1545
IKZF1,ENSG00000185811,Gene Expression,GRCh38,5.0,IKZF1,5
RPL37,ENSG00000145592,Gene Expression,GRCh38,139681.0,RPL37,53234
ZNF569,ENSG00000196437,Gene Expression,GRCh38,66.0,ZNF569,66
PLEKHG2,ENSG00000090924,Gene Expression,GRCh38,94.0,PLEKHG2,89
UBA6-AS1,ENSG00000248049,Gene Expression,GRCh38,148.0,UBA6-AS1,146
AC133555.3,ENSG00000258150,Gene Expression,GRCh38,3.0,AC133555.3,3
HHATL,ENSG00000010282,Gene Expression,GRCh38,1.0,HHATL,1
AL021920.1,ENSG00000279151,Gene Expression,GRCh38,1.0,AL021920.1,1
FAM53B,ENSG00000189319,Gene Expression,GRCh38,405.0,FAM53B,391
OR2AG1,ENSG00000279486,Gene Expression,GRCh38,1.0,OR2AG1,1
AP001412.1,ENSG00000272948,Gene Expression,GRCh38,1.0,AP001412.1,1
CYP2J2,ENSG00000134716,Gene Expression,GRCh38,263.0,CYP2J2,256
ZNF22,ENSG00000165512,Gene Expression,GRCh38,732.0,ZNF22,711
LINC00885,ENSG00000224652,Gene Expression,GRCh38,230.0,LINC00885,225
COA3,ENSG00000183978,Gene Expression,GRCh38,2766.0,COA3,2611
LYZL6,ENSG00000275722,Gene Expression,GRCh38,1.0,LYZL6,1
AL133481.1,ENSG00000235426,Gene Expression,GRCh38,1.0,AL133481.1,1
PWWP2B,ENSG00000171813,Gene Expression,GRCh38,1831.0,PWWP2B,1747
FYTTD1,ENSG00000122068,Gene Expression,GRCh38,3707.0,FYTTD1,3520
LINC02249,ENSG00000225930,Gene Expression,GRCh38,1.0,LINC02249,1
AL928921.2,ENSG00000284693,Gene Expression,GRCh38,2.0,AL928921.2,2
DUBR,ENSG00000243701,Gene Expression,GRCh38,791.0,DUBR,771
TCP1,ENSG00000120438,Gene Expression,GRCh38,3885.0,TCP1,3707
PLA2G4E-AS1,ENSG00000246740,Gene Expression,GRCh38,1.0,PLA2G4E-AS1,1
LINC02344,ENSG00000227911,Gene Expression,GRCh38,1.0,LINC02344,1
KIF18A,ENSG00000121621,Gene Expression,GRCh38,39.0,KIF18A,38
CTAGE6,ENSG00000271321,Gene Expression,GRCh38,1.0,CTAGE6,1
BAG1,ENSG00000107262,Gene Expression,GRCh38,860.0,BAG1,831
MGST3,ENSG00000143198,Gene Expression,GRCh38,41959.0,MGST3,29324
SPOCD1,ENSG00000134668,Gene Expression,GRCh38,20.0,SPOCD1,20
TPX2,ENSG00000088325,Gene Expression,GRCh38,222.0,TPX2,209
AC009950.1,ENSG00000225963,Gene Expression,GRCh38,4.0,AC009950.1,4
SURF1,ENSG00000148290,Gene Expression,GRCh38,1676.0,SURF1,1623
SP2,ENSG00000167182,Gene Expression,GRCh38,501.0,SP2,482
UNC13D,ENSG00000092929,Gene Expression,GRCh38,2132.0,UNC13D,2058
LINC01732,ENSG00000237292,Gene Expression,GRCh38,13.0,LINC01732,13
COQ7,ENSG00000167186,Gene Expression,GRCh38,174.0,COQ7,168
KDM5C,ENSG00000126012,Gene Expression,GRCh38,1361.0,KDM5C,1315
TMEM185A,ENSG00000269556,Gene Expression,GRCh38,561.0,TMEM185A,539
ZBED2,ENSG00000177494,Gene Expression,GRCh38,4.0,ZBED2,4
LSG1,ENSG00000041802,Gene Expression,GRCh38,912.0,LSG1,888
CPSF1,ENSG00000071894,Gene Expression,GRCh38,456.0,CPSF1,439
PCID2,ENSG00000126226,Gene Expression,GRCh38,690.0,PCID2,664
GRAMD1B,ENSG00000023171,Gene Expression,GRCh38,1367.0,GRAMD1B,1294
U91328.1,ENSG00000272462,Gene Expression,GRCh38,8.0,U91328.1,8
AC003101.2,ENSG00000278546,Gene Expression,GRCh38,24.0,AC003101.2,22
SMUG1-AS1,ENSG00000283073,Gene Expression,GRCh38,6.0,SMUG1-AS1,6
TPI1,ENSG00000111669,Gene Expression,GRCh38,11475.0,TPI1,10201
EFCAB11,ENSG00000140025,Gene Expression,GRCh38,326.0,EFCAB11,319
TADA1,ENSG00000152382,Gene Expression,GRCh38,238.0,TADA1,237
ETNK2,ENSG00000143845,Gene Expression,GRCh38,496.0,ETNK2,486
ADAM19,ENSG00000135074,Gene Expression,GRCh38,36326.0,ADAM19,26171
SETD3,ENSG00000183576,Gene Expression,GRCh38,2126.0,SETD3,2025
AC022872.1,ENSG00000261632,Gene Expression,GRCh38,295.0,AC022872.1,289
HECTD2,ENSG00000165338,Gene Expression,GRCh38,8.0,HECTD2,8
TRERNA1,ENSG00000231265,Gene Expression,GRCh38,8.0,TRERNA1,7
AL035563.1,ENSG00000273148,Gene Expression,GRCh38,3.0,AL035563.1,3
TNKS2-AS1,ENSG00000228701,Gene Expression,GRCh38,31.0,TNKS2-AS1,30
AC091588.2,ENSG00000264825,Gene Expression,GRCh38,1.0,AC091588.2,1
TP53TG3D,ENSG00000205456,Gene Expression,GRCh38,3.0,TP53TG3D,3
AL157932.1,ENSG00000231530,Gene Expression,GRCh38,1.0,AL157932.1,1
FADD,ENSG00000168040,Gene Expression,GRCh38,752.0,FADD,737
TRAPPC2B,ENSG00000256060,Gene Expression,GRCh38,836.0,TRAPPC2B,789
AC138932.5,ENSG00000275910,Gene Expression,GRCh38,0.0,AC138932.5,0
VAMP4,ENSG00000117533,Gene Expression,GRCh38,391.0,VAMP4,389
AC131235.3,ENSG00000272721,Gene Expression,GRCh38,2.0,AC131235.3,2
LPIN2,ENSG00000101577,Gene Expression,GRCh38,1891.0,LPIN2,1818
MCUB,ENSG00000005059,Gene Expression,GRCh38,882.0,MCUB,849
AC244197.2,ENSG00000238039,Gene Expression,GRCh38,3.0,AC244197.2,3
VPS26C,ENSG00000157538,Gene Expression,GRCh38,502.0,VPS26C,498
NEK6,ENSG00000119408,Gene Expression,GRCh38,1223.0,NEK6,1206
LINC02207,ENSG00000258476,Gene Expression,GRCh38,1.0,LINC02207,1
AC006978.2,ENSG00000281593,Gene Expression,GRCh38,3.0,AC006978.2,2
AP003032.1,ENSG00000254675,Gene Expression,GRCh38,2.0,AP003032.1,2
IL15RA,ENSG00000134470,Gene Expression,GRCh38,72.0,IL15RA,70
LHX5,ENSG00000089116,Gene Expression,GRCh38,15.0,LHX5,14
TMEM115,ENSG00000126062,Gene Expression,GRCh38,1013.0,TMEM115,982
VWA1,ENSG00000179403,Gene Expression,GRCh38,3294.0,VWA1,3119
NLGN4X,ENSG00000146938,Gene Expression,GRCh38,125.0,NLGN4X,121
AL022318.1,ENSG00000235209,Gene Expression,GRCh38,1.0,AL022318.1,1
LINC01623,ENSG00000225595,Gene Expression,GRCh38,2.0,LINC01623,2
LINC01018,ENSG00000250056,Gene Expression,GRCh38,2.0,LINC01018,2
PHF24,ENSG00000122733,Gene Expression,GRCh38,4.0,PHF24,4
GLB1L3,ENSG00000166105,Gene Expression,GRCh38,229.0,GLB1L3,222
LINC01251,ENSG00000233776,Gene Expression,GRCh38,1.0,LINC01251,1
INHA,ENSG00000123999,Gene Expression,GRCh38,8290.0,INHA,7505
GLI3,ENSG00000106571,Gene Expression,GRCh38,1994.0,GLI3,1892
AKIRIN2,ENSG00000135334,Gene Expression,GRCh38,1529.0,AKIRIN2,1485
RABEPK,ENSG00000136933,Gene Expression,GRCh38,323.0,RABEPK,311
AL392023.2,ENSG00000259048,Gene Expression,GRCh38,1.0,AL392023.2,1
CCDC93,ENSG00000125633,Gene Expression,GRCh38,607.0,CCDC93,588
AC093458.1,ENSG00000273293,Gene Expression,GRCh38,1.0,AC093458.1,1
DPF3,ENSG00000205683,Gene Expression,GRCh38,15.0,DPF3,15
AC138356.1,ENSG00000183154,Gene Expression,GRCh38,3.0,AC138356.1,3
LINC00311,ENSG00000179219,Gene Expression,GRCh38,6.0,LINC00311,6
AC055811.3,ENSG00000266498,Gene Expression,GRCh38,2.0,AC055811.3,2
ESX1,ENSG00000123576,Gene Expression,GRCh38,25.0,ESX1,23
PPP2R3C,ENSG00000092020,Gene Expression,GRCh38,520.0,PPP2R3C,507
FP325318.1,ENSG00000276266,Gene Expression,GRCh38,1.0,FP325318.1,1
TXNDC5,ENSG00000239264,Gene Expression,GRCh38,75.0,TXNDC5,75
STAG1,ENSG00000118007,Gene Expression,GRCh38,1002.0,STAG1,976
AL162430.2,ENSG00000236434,Gene Expression,GRCh38,0.0,AL162430.2,0
AC064853.1,ENSG00000236116,Gene Expression,GRCh38,2.0,AC064853.1,2
ZNF440,ENSG00000171295,Gene Expression,GRCh38,348.0,ZNF440,336
CDKN1C,ENSG00000129757,Gene Expression,GRCh38,134596.0,CDKN1C,53124
CD33,ENSG00000105383,Gene Expression,GRCh38,3.0,CD33,3
SLX4,ENSG00000188827,Gene Expression,GRCh38,108.0,SLX4,106
AC067852.2,ENSG00000266962,Gene Expression,GRCh38,325.0,AC067852.2,318
MAST2,ENSG00000086015,Gene Expression,GRCh38,412.0,MAST2,406
ALDH3B1,ENSG00000006534,Gene Expression,GRCh38,208.0,ALDH3B1,203
C3,ENSG00000125730,Gene Expression,GRCh38,59.0,C3,58
AC010643.1,ENSG00000268686,Gene Expression,GRCh38,4.0,AC010643.1,4
TGOLN2,ENSG00000152291,Gene Expression,GRCh38,3415.0,TGOLN2,3221
NDUFS5,ENSG00000168653,Gene Expression,GRCh38,17689.0,NDUFS5,14765
IL23R,ENSG00000162594,Gene Expression,GRCh38,6.0,IL23R,6
NR1I3,ENSG00000143257,Gene Expression,GRCh38,14.0,NR1I3,13
WDR37,ENSG00000047056,Gene Expression,GRCh38,367.0,WDR37,353
DUOX1,ENSG00000137857,Gene Expression,GRCh38,86.0,DUOX1,82
CAVIN3,ENSG00000170955,Gene Expression,GRCh38,245.0,CAVIN3,240
SMIM29,ENSG00000186577,Gene Expression,GRCh38,645.0,SMIM29,632
C5AR1,ENSG00000197405,Gene Expression,GRCh38,41.0,C5AR1,38
VRK1,ENSG00000100749,Gene Expression,GRCh38,306.0,VRK1,303
MIR3150BHG,ENSG00000245080,Gene Expression,GRCh38,15.0,MIR3150BHG,14
ZNF257,ENSG00000197134,Gene Expression,GRCh38,38.0,ZNF257,36
AP000763.3,ENSG00000256448,Gene Expression,GRCh38,4.0,AP000763.3,4
WWC3-AS1,ENSG00000225076,Gene Expression,GRCh38,0.0,WWC3-AS1,0
AL596202.1,ENSG00000235381,Gene Expression,GRCh38,19.0,AL596202.1,19
C3orf20,ENSG00000131379,Gene Expression,GRCh38,1.0,C3orf20,1
