,gene_ids,feature_types,genome,n_cells,n_counts,gene_name,n_droplets
SGCE,ENSG00000127990,Gene Expression,GRCh38,1145,1414.0,SGCE,1145
PPID,ENSG00000171497,Gene Expression,GRCh38,1114,1335.0,PPID,1114
AC006333.2,ENSG00000272686,Gene Expression,GRCh38,186,199.0,AC006333.2,186
TM7SF3,ENSG00000064115,Gene Expression,GRCh38,879,1157.0,TM7SF3,879
NABP2,ENSG00000139579,Gene Expression,GRCh38,638,733.0,NABP2,638
PARP6,ENSG00000137817,Gene Expression,GRCh38,399,418.0,PARP6,399
APLP1,ENSG00000105290,Gene Expression,GRCh38,158,186.0,APLP1,158
AC074117.1,ENSG00000234072,Gene Expression,GRCh38,457,487.0,AC074117.1,457
RTL8C,ENSG00000134590,Gene Expression,GRCh38,2494,4038.0,RTL8C,2494
AC108718.1,ENSG00000239941,Gene Expression,GRCh38,87,99.0,AC108718.1,87
FNBP1,ENSG00000187239,Gene Expression,GRCh38,2044,2862.0,FNBP1,2044
LINC02444,ENSG00000258123,Gene Expression,GRCh38,4,4.0,LINC02444,4
C19orf33,ENSG00000167644,Gene Expression,GRCh38,163,229.0,C19orf33,163
CYB561,ENSG00000008283,Gene Expression,GRCh38,1031,1245.0,CYB561,1031
UCK1,ENSG00000130717,Gene Expression,GRCh38,353,378.0,UCK1,353
LMO7-AS1,ENSG00000261105,Gene Expression,GRCh38,658,780.0,LMO7-AS1,658
LTB4R2,ENSG00000213906,Gene Expression,GRCh38,15,15.0,LTB4R2,15
SMTNL2,ENSG00000188176,Gene Expression,GRCh38,21,22.0,SMTNL2,21
NEFH,ENSG00000100285,Gene Expression,GRCh38,50,56.0,NEFH,50
AC131025.1,ENSG00000253865,Gene Expression,GRCh38,4,4.0,AC131025.1,4
FAM122B,ENSG00000156504,Gene Expression,GRCh38,610,674.0,FAM122B,610
TRAPPC5,ENSG00000181029,Gene Expression,GRCh38,102,104.0,TRAPPC5,102
RNF145,ENSG00000145860,Gene Expression,GRCh38,929,1115.0,RNF145,929
PABPC4,ENSG00000090621,Gene Expression,GRCh38,2305,3366.0,PABPC4,2305
EPHB6,ENSG00000106123,Gene Expression,GRCh38,15,15.0,EPHB6,15
FKBP5,ENSG00000096060,Gene Expression,GRCh38,26,26.0,FKBP5,26
KAZALD1,ENSG00000107821,Gene Expression,GRCh38,54,56.0,KAZALD1,54
RFX3,ENSG00000080298,Gene Expression,GRCh38,366,392.0,RFX3,366
SLC25A42,ENSG00000181035,Gene Expression,GRCh38,489,559.0,SLC25A42,489
LINC00309,ENSG00000230923,Gene Expression,GRCh38,11,12.0,LINC00309,11
AC008121.2,ENSG00000274156,Gene Expression,GRCh38,3,3.0,AC008121.2,3
DPP9,ENSG00000142002,Gene Expression,GRCh38,1142,1346.0,DPP9,1142
PKN3,ENSG00000160447,Gene Expression,GRCh38,96,100.0,PKN3,96
CLUAP1,ENSG00000103351,Gene Expression,GRCh38,302,337.0,CLUAP1,302
LZTS3,ENSG00000088899,Gene Expression,GRCh38,211,222.0,LZTS3,211
HRC,ENSG00000130528,Gene Expression,GRCh38,34,35.0,HRC,34
NR2F6,ENSG00000160113,Gene Expression,GRCh38,3546,6871.0,NR2F6,3546
AC106886.3,ENSG00000274678,Gene Expression,GRCh38,27,35.0,AC106886.3,27
LINC02240,ENSG00000260192,Gene Expression,GRCh38,6,6.0,LINC02240,6
AL161756.1,ENSG00000214770,Gene Expression,GRCh38,12,13.0,AL161756.1,12
ITGA11,ENSG00000137809,Gene Expression,GRCh38,3,3.0,ITGA11,3
XXYLT1-AS2,ENSG00000230266,Gene Expression,GRCh38,9,10.0,XXYLT1-AS2,9
ERVV-2,ENSG00000268964,Gene Expression,GRCh38,126,192.0,ERVV-2,126
AC009690.2,ENSG00000261460,Gene Expression,GRCh38,3,3.0,AC009690.2,3
ANKRD33B,ENSG00000164236,Gene Expression,GRCh38,163,175.0,ANKRD33B,163
TMBIM6,ENSG00000139644,Gene Expression,GRCh38,6287,26434.0,TMBIM6,6287
RPGRIP1L,ENSG00000103494,Gene Expression,GRCh38,291,315.0,RPGRIP1L,291
FOXM1,ENSG00000111206,Gene Expression,GRCh38,54,68.0,FOXM1,54
STX6,ENSG00000135823,Gene Expression,GRCh38,1132,1340.0,STX6,1132
TMEM91,ENSG00000142046,Gene Expression,GRCh38,2298,4737.0,TMEM91,2298
AP000350.7,ENSG00000279467,Gene Expression,GRCh38,47,48.0,AP000350.7,47
AC017083.2,ENSG00000273275,Gene Expression,GRCh38,14,14.0,AC017083.2,14
AC090922.1,ENSG00000272486,Gene Expression,GRCh38,13,14.0,AC090922.1,13
AC027271.1,ENSG00000272576,Gene Expression,GRCh38,5,5.0,AC027271.1,5
TRIM33,ENSG00000197323,Gene Expression,GRCh38,2526,3769.0,TRIM33,2526
LINC02163,ENSG00000251026,Gene Expression,GRCh38,8,8.0,LINC02163,8
VXN,ENSG00000169085,Gene Expression,GRCh38,15,15.0,VXN,15
NR4A2,ENSG00000153234,Gene Expression,GRCh38,141,168.0,NR4A2,141
SYK,ENSG00000165025,Gene Expression,GRCh38,202,216.0,SYK,202
SOX13,ENSG00000143842,Gene Expression,GRCh38,404,447.0,SOX13,404
MOB1B,ENSG00000173542,Gene Expression,GRCh38,660,742.0,MOB1B,660
RBM14-RBM4,ENSG00000248643,Gene Expression,GRCh38,10,10.0,RBM14-RBM4,10
SLC7A14,ENSG00000013293,Gene Expression,GRCh38,8,8.0,SLC7A14,8
PKP4,ENSG00000144283,Gene Expression,GRCh38,34,38.0,PKP4,34
GAD1,ENSG00000128683,Gene Expression,GRCh38,6,6.0,GAD1,6
SCRN3,ENSG00000144306,Gene Expression,GRCh38,391,412.0,SCRN3,391
NUFIP1,ENSG00000083635,Gene Expression,GRCh38,444,472.0,NUFIP1,444
AP005899.1,ENSG00000263847,Gene Expression,GRCh38,8,8.0,AP005899.1,8
HCG25,ENSG00000232940,Gene Expression,GRCh38,24,24.0,HCG25,24
PTGR1,ENSG00000106853,Gene Expression,GRCh38,824,1092.0,PTGR1,824
PPP4R2,ENSG00000163605,Gene Expression,GRCh38,2982,4881.0,PPP4R2,2982
CDCA3,ENSG00000111665,Gene Expression,GRCh38,86,90.0,CDCA3,86
NPIPA2,ENSG00000254852,Gene Expression,GRCh38,30,30.0,NPIPA2,30
E2F5,ENSG00000133740,Gene Expression,GRCh38,160,167.0,E2F5,160
AP000350.5,ENSG00000272973,Gene Expression,GRCh38,7,7.0,AP000350.5,7
AC026150.3,ENSG00000270016,Gene Expression,GRCh38,5,5.0,AC026150.3,5
IQCH-AS1,ENSG00000259673,Gene Expression,GRCh38,145,148.0,IQCH-AS1,145
OR8D4,ENSG00000181518,Gene Expression,GRCh38,5,5.0,OR8D4,5
STRIP1,ENSG00000143093,Gene Expression,GRCh38,509,553.0,STRIP1,509
EHD1,ENSG00000110047,Gene Expression,GRCh38,2827,4273.0,EHD1,2827
KCTD9,ENSG00000104756,Gene Expression,GRCh38,662,746.0,KCTD9,662
CTRL,ENSG00000141086,Gene Expression,GRCh38,11,11.0,CTRL,11
VARS2,ENSG00000137411,Gene Expression,GRCh38,322,340.0,VARS2,322
URB1,ENSG00000142207,Gene Expression,GRCh38,443,486.0,URB1,443
SPRY3,ENSG00000168939,Gene Expression,GRCh38,26,26.0,SPRY3,26
IFIT3,ENSG00000119917,Gene Expression,GRCh38,1592,3750.0,IFIT3,1592
GSN-AS1,ENSG00000235865,Gene Expression,GRCh38,30,31.0,GSN-AS1,30
SERTAD1,ENSG00000197019,Gene Expression,GRCh38,1914,2893.0,SERTAD1,1914
ZNF763,ENSG00000197054,Gene Expression,GRCh38,112,117.0,ZNF763,112
BCL2L11,ENSG00000153094,Gene Expression,GRCh38,214,242.0,BCL2L11,214
AC084346.2,ENSG00000264448,Gene Expression,GRCh38,4,4.0,AC084346.2,4
CXorf57,ENSG00000147231,Gene Expression,GRCh38,137,140.0,CXorf57,137
CARF,ENSG00000138380,Gene Expression,GRCh38,409,453.0,CARF,409
RBM20,ENSG00000203867,Gene Expression,GRCh38,34,36.0,RBM20,34
EID3,ENSG00000255150,Gene Expression,GRCh38,191,210.0,EID3,191
GPRC5B,ENSG00000167191,Gene Expression,GRCh38,104,117.0,GPRC5B,104
SAMD11,ENSG00000187634,Gene Expression,GRCh38,11,11.0,SAMD11,11
API5,ENSG00000166181,Gene Expression,GRCh38,1091,1261.0,API5,1091
PIP5K1C,ENSG00000186111,Gene Expression,GRCh38,960,1134.0,PIP5K1C,960
AC069120.1,ENSG00000253361,Gene Expression,GRCh38,8,8.0,AC069120.1,8
AC027237.2,ENSG00000259215,Gene Expression,GRCh38,19,19.0,AC027237.2,19
CARD8,ENSG00000105483,Gene Expression,GRCh38,458,495.0,CARD8,458
KHDC4,ENSG00000132680,Gene Expression,GRCh38,973,1163.0,KHDC4,973
MYCN,ENSG00000134323,Gene Expression,GRCh38,3262,7306.0,MYCN,3262
FMC1,ENSG00000164898,Gene Expression,GRCh38,515,562.0,FMC1,515
HDGF,ENSG00000143321,Gene Expression,GRCh38,2325,3370.0,HDGF,2325
TRIM58,ENSG00000162722,Gene Expression,GRCh38,900,1136.0,TRIM58,900
STK35,ENSG00000125834,Gene Expression,GRCh38,414,432.0,STK35,414
DNAJC5,ENSG00000101152,Gene Expression,GRCh38,1128,1308.0,DNAJC5,1128
NDUFS7,ENSG00000115286,Gene Expression,GRCh38,2741,5165.0,NDUFS7,2741
AL157895.1,ENSG00000233968,Gene Expression,GRCh38,3,3.0,AL157895.1,3
FXYD3,ENSG00000089356,Gene Expression,GRCh38,3723,11615.0,FXYD3,3723
AC010542.5,ENSG00000277978,Gene Expression,GRCh38,19,20.0,AC010542.5,19
MB21D2,ENSG00000180611,Gene Expression,GRCh38,564,635.0,MB21D2,564
SPTA1,ENSG00000163554,Gene Expression,GRCh38,11,11.0,SPTA1,11
ZKSCAN8,ENSG00000198315,Gene Expression,GRCh38,433,457.0,ZKSCAN8,433
AC118553.1,ENSG00000228084,Gene Expression,GRCh38,32,33.0,AC118553.1,32
DAO,ENSG00000110887,Gene Expression,GRCh38,4,4.0,DAO,4
ANKRD37,ENSG00000186352,Gene Expression,GRCh38,1143,1905.0,ANKRD37,1143
IPCEF1,ENSG00000074706,Gene Expression,GRCh38,220,268.0,IPCEF1,220
RNF214,ENSG00000167257,Gene Expression,GRCh38,845,970.0,RNF214,845
PAPSS2,ENSG00000198682,Gene Expression,GRCh38,57,64.0,PAPSS2,57
ANO6,ENSG00000177119,Gene Expression,GRCh38,2294,3312.0,ANO6,2294
CASKIN2,ENSG00000177303,Gene Expression,GRCh38,115,122.0,CASKIN2,115
PET100,ENSG00000229833,Gene Expression,GRCh38,3808,7343.0,PET100,3808
PHF7,ENSG00000010318,Gene Expression,GRCh38,79,81.0,PHF7,79
MTCH1,ENSG00000137409,Gene Expression,GRCh38,3285,5760.0,MTCH1,3285
ZNF252P-AS1,ENSG00000255559,Gene Expression,GRCh38,6,6.0,ZNF252P-AS1,6
MKNK1,ENSG00000079277,Gene Expression,GRCh38,915,1073.0,MKNK1,915
NUTM2B,ENSG00000188199,Gene Expression,GRCh38,4,4.0,NUTM2B,4
LINC00421,ENSG00000236834,Gene Expression,GRCh38,3,3.0,LINC00421,3
ISM2,ENSG00000100593,Gene Expression,GRCh38,8766,154640.0,ISM2,8766
NCBP3,ENSG00000074356,Gene Expression,GRCh38,1161,1428.0,NCBP3,1161
MFSD6L,ENSG00000185156,Gene Expression,GRCh38,7,7.0,MFSD6L,7
SMCR5,ENSG00000226746,Gene Expression,GRCh38,37,39.0,SMCR5,37
KLF3,ENSG00000109787,Gene Expression,GRCh38,1442,2062.0,KLF3,1442
SNX33,ENSG00000173548,Gene Expression,GRCh38,359,381.0,SNX33,359
HLA-B,ENSG00000234745,Gene Expression,GRCh38,1105,2077.0,HLA-B,1105
LINC02178,ENSG00000261092,Gene Expression,GRCh38,4,4.0,LINC02178,4
CLIC1,ENSG00000213719,Gene Expression,GRCh38,4809,14594.0,CLIC1,4809
SORL1,ENSG00000137642,Gene Expression,GRCh38,91,107.0,SORL1,91
GAPVD1,ENSG00000165219,Gene Expression,GRCh38,1582,2012.0,GAPVD1,1582
GLRA3,ENSG00000145451,Gene Expression,GRCh38,12,13.0,GLRA3,12
AC016876.1,ENSG00000233223,Gene Expression,GRCh38,71,73.0,AC016876.1,71
AC010319.4,ENSG00000269481,Gene Expression,GRCh38,23,23.0,AC010319.4,23
ZNF662,ENSG00000182983,Gene Expression,GRCh38,161,166.0,ZNF662,161
C7orf61,ENSG00000185955,Gene Expression,GRCh38,16,18.0,C7orf61,16
AC123768.4,ENSG00000276724,Gene Expression,GRCh38,7,7.0,AC123768.4,7
AC097534.1,ENSG00000248774,Gene Expression,GRCh38,12,12.0,AC097534.1,12
LINC01641,ENSG00000234277,Gene Expression,GRCh38,4,4.0,LINC01641,4
WDR62,ENSG00000075702,Gene Expression,GRCh38,64,67.0,WDR62,64
TSG101,ENSG00000074319,Gene Expression,GRCh38,2147,3129.0,TSG101,2147
AKT1S1,ENSG00000204673,Gene Expression,GRCh38,1066,1291.0,AKT1S1,1066
USP18,ENSG00000184979,Gene Expression,GRCh38,1021,1444.0,USP18,1021
UPB1,ENSG00000100024,Gene Expression,GRCh38,11,11.0,UPB1,11
CPOX,ENSG00000080819,Gene Expression,GRCh38,1112,1379.0,CPOX,1112
RNF138,ENSG00000134758,Gene Expression,GRCh38,385,415.0,RNF138,385
AL392046.2,ENSG00000283000,Gene Expression,GRCh38,62,67.0,AL392046.2,62
POLR2G,ENSG00000168002,Gene Expression,GRCh38,1930,2858.0,POLR2G,1930
TPRN,ENSG00000176058,Gene Expression,GRCh38,209,226.0,TPRN,209
EAPP,ENSG00000129518,Gene Expression,GRCh38,2204,3251.0,EAPP,2204
AC073333.1,ENSG00000235837,Gene Expression,GRCh38,32,33.0,AC073333.1,32
LBX2-AS1,ENSG00000257702,Gene Expression,GRCh38,38,38.0,LBX2-AS1,38
TUBB4B,ENSG00000188229,Gene Expression,GRCh38,5291,14942.0,TUBB4B,5291
PAQR3,ENSG00000163291,Gene Expression,GRCh38,839,968.0,PAQR3,839
DUSP10,ENSG00000143507,Gene Expression,GRCh38,101,104.0,DUSP10,101
CRTC3-AS1,ENSG00000259736,Gene Expression,GRCh38,4,4.0,CRTC3-AS1,4
LINC01305,ENSG00000231453,Gene Expression,GRCh38,8,8.0,LINC01305,8
BRD3,ENSG00000169925,Gene Expression,GRCh38,900,1047.0,BRD3,900
NR2C1,ENSG00000120798,Gene Expression,GRCh38,346,375.0,NR2C1,346
NRAS,ENSG00000213281,Gene Expression,GRCh38,1476,1807.0,NRAS,1476
AL117335.1,ENSG00000276649,Gene Expression,GRCh38,5,5.0,AL117335.1,5
TRIP10,ENSG00000125733,Gene Expression,GRCh38,2244,3151.0,TRIP10,2244
FZD6,ENSG00000164930,Gene Expression,GRCh38,913,1083.0,FZD6,913
RNF170,ENSG00000120925,Gene Expression,GRCh38,1036,1246.0,RNF170,1036
ADGRD2,ENSG00000180264,Gene Expression,GRCh38,4,5.0,ADGRD2,4
AL024498.1,ENSG00000272097,Gene Expression,GRCh38,6,6.0,AL024498.1,6
ENDOD1,ENSG00000149218,Gene Expression,GRCh38,1608,2375.0,ENDOD1,1608
CAPRIN2,ENSG00000110888,Gene Expression,GRCh38,183,192.0,CAPRIN2,183
LINC00896,ENSG00000236499,Gene Expression,GRCh38,6,6.0,LINC00896,6
HRCT1,ENSG00000196196,Gene Expression,GRCh38,337,372.0,HRCT1,337
TRIB3,ENSG00000101255,Gene Expression,GRCh38,714,1031.0,TRIB3,714
TBX2,ENSG00000121068,Gene Expression,GRCh38,52,53.0,TBX2,52
ZNF174,ENSG00000103343,Gene Expression,GRCh38,171,177.0,ZNF174,171
MT-ATP6,ENSG00000198899,Gene Expression,GRCh38,9800,189428.0,MT-ATP6,9800
AC008549.2,ENSG00000249021,Gene Expression,GRCh38,5,5.0,AC008549.2,5
PSMB9,ENSG00000240065,Gene Expression,GRCh38,586,874.0,PSMB9,586
AC005487.1,ENSG00000225647,Gene Expression,GRCh38,27,27.0,AC005487.1,27
AC005324.1,ENSG00000233002,Gene Expression,GRCh38,3,3.0,AC005324.1,3
NIFK,ENSG00000155438,Gene Expression,GRCh38,2028,3108.0,NIFK,2028
AC025165.2,ENSG00000257342,Gene Expression,GRCh38,46,47.0,AC025165.2,46
DSC3,ENSG00000134762,Gene Expression,GRCh38,535,640.0,DSC3,535
PDS5A,ENSG00000121892,Gene Expression,GRCh38,1936,2636.0,PDS5A,1936
MAGEA12,ENSG00000213401,Gene Expression,GRCh38,3,3.0,MAGEA12,3
PPP2R3B,ENSG00000167393,Gene Expression,GRCh38,794,880.0,PPP2R3B,794
AHCTF1,ENSG00000153207,Gene Expression,GRCh38,917,1061.0,AHCTF1,917
GDPD2,ENSG00000130055,Gene Expression,GRCh38,188,233.0,GDPD2,188
SHMT1,ENSG00000176974,Gene Expression,GRCh38,732,837.0,SHMT1,732
STAU2,ENSG00000040341,Gene Expression,GRCh38,434,469.0,STAU2,434
AC019069.1,ENSG00000272711,Gene Expression,GRCh38,33,34.0,AC019069.1,33
COQ5,ENSG00000110871,Gene Expression,GRCh38,580,642.0,COQ5,580
ASIC3,ENSG00000213199,Gene Expression,GRCh38,19,19.0,ASIC3,19
DNAJC1,ENSG00000136770,Gene Expression,GRCh38,2952,5938.0,DNAJC1,2952
SLC16A14,ENSG00000163053,Gene Expression,GRCh38,12,13.0,SLC16A14,12
VCPIP1,ENSG00000175073,Gene Expression,GRCh38,680,737.0,VCPIP1,680
MUT,ENSG00000146085,Gene Expression,GRCh38,566,615.0,MUT,566
NPLOC4,ENSG00000182446,Gene Expression,GRCh38,2063,2895.0,NPLOC4,2063
BRAT1,ENSG00000106009,Gene Expression,GRCh38,453,471.0,BRAT1,453
SPIRE2,ENSG00000204991,Gene Expression,GRCh38,930,1259.0,SPIRE2,930
ACHE,ENSG00000087085,Gene Expression,GRCh38,230,310.0,ACHE,230
ZBBX,ENSG00000169064,Gene Expression,GRCh38,4,4.0,ZBBX,4
MRAS,ENSG00000158186,Gene Expression,GRCh38,223,275.0,MRAS,223
MVB12B,ENSG00000196814,Gene Expression,GRCh38,222,255.0,MVB12B,222
UBE2E1,ENSG00000170142,Gene Expression,GRCh38,1480,1785.0,UBE2E1,1480
CCDC71L,ENSG00000253276,Gene Expression,GRCh38,547,655.0,CCDC71L,547
LIMD1,ENSG00000144791,Gene Expression,GRCh38,1895,2638.0,LIMD1,1895
GIPR,ENSG00000010310,Gene Expression,GRCh38,119,123.0,GIPR,119
TMEM141,ENSG00000244187,Gene Expression,GRCh38,1983,3233.0,TMEM141,1983
AL359711.2,ENSG00000260273,Gene Expression,GRCh38,67,68.0,AL359711.2,67
Z99289.2,ENSG00000270661,Gene Expression,GRCh38,5,5.0,Z99289.2,5
AP001157.1,ENSG00000258297,Gene Expression,GRCh38,149,153.0,AP001157.1,149
AP000866.2,ENSG00000250073,Gene Expression,GRCh38,116,126.0,AP000866.2,116
SLC16A9,ENSG00000165449,Gene Expression,GRCh38,182,227.0,SLC16A9,182
AC078778.1,ENSG00000257596,Gene Expression,GRCh38,6,6.0,AC078778.1,6
PRH1,ENSG00000231887,Gene Expression,GRCh38,177,186.0,PRH1,177
OSBP,ENSG00000110048,Gene Expression,GRCh38,1691,2184.0,OSBP,1691
HHIP,ENSG00000164161,Gene Expression,GRCh38,3,3.0,HHIP,3
HNRNPD,ENSG00000138668,Gene Expression,GRCh38,3593,6502.0,HNRNPD,3593
ZCCHC24,ENSG00000165424,Gene Expression,GRCh38,118,125.0,ZCCHC24,118
PEX14,ENSG00000142655,Gene Expression,GRCh38,512,549.0,PEX14,512
OLFML2A,ENSG00000185585,Gene Expression,GRCh38,14,14.0,OLFML2A,14
DISP1,ENSG00000154309,Gene Expression,GRCh38,156,159.0,DISP1,156
AC124798.1,ENSG00000260196,Gene Expression,GRCh38,44,44.0,AC124798.1,44
SRP72,ENSG00000174780,Gene Expression,GRCh38,3159,5502.0,SRP72,3159
AC099508.1,ENSG00000247033,Gene Expression,GRCh38,6,6.0,AC099508.1,6
WDR1,ENSG00000071127,Gene Expression,GRCh38,2789,4551.0,WDR1,2789
BNIP3L,ENSG00000104765,Gene Expression,GRCh38,3384,6532.0,BNIP3L,3384
ZNF484,ENSG00000127081,Gene Expression,GRCh38,76,77.0,ZNF484,76
AC004233.3,ENSG00000272079,Gene Expression,GRCh38,81,83.0,AC004233.3,81
AC106795.2,ENSG00000249684,Gene Expression,GRCh38,11,12.0,AC106795.2,11
ST13,ENSG00000100380,Gene Expression,GRCh38,5471,17499.0,ST13,5471
SGPP2,ENSG00000163082,Gene Expression,GRCh38,39,44.0,SGPP2,39
GBGT1,ENSG00000148288,Gene Expression,GRCh38,62,70.0,GBGT1,62
RGS18,ENSG00000150681,Gene Expression,GRCh38,13,15.0,RGS18,13
STX7,ENSG00000079950,Gene Expression,GRCh38,2516,3794.0,STX7,2516
AL135925.1,ENSG00000272447,Gene Expression,GRCh38,161,169.0,AL135925.1,161
LINC02302,ENSG00000258998,Gene Expression,GRCh38,19,19.0,LINC02302,19
CRYGN,ENSG00000127377,Gene Expression,GRCh38,3,3.0,CRYGN,3
MROH1,ENSG00000179832,Gene Expression,GRCh38,1437,1831.0,MROH1,1437
RARRES2,ENSG00000106538,Gene Expression,GRCh38,54,79.0,RARRES2,54
C9orf129,ENSG00000204352,Gene Expression,GRCh38,30,30.0,C9orf129,30
RARB,ENSG00000077092,Gene Expression,GRCh38,6,6.0,RARB,6
AC007365.1,ENSG00000226756,Gene Expression,GRCh38,16,16.0,AC007365.1,16
SULT1C2,ENSG00000198203,Gene Expression,GRCh38,9,9.0,SULT1C2,9
AC034231.1,ENSG00000249572,Gene Expression,GRCh38,13,13.0,AC034231.1,13
AFDN,ENSG00000130396,Gene Expression,GRCh38,2001,2672.0,AFDN,2001
CARMIL2,ENSG00000159753,Gene Expression,GRCh38,5,6.0,CARMIL2,5
AC021851.1,ENSG00000272800,Gene Expression,GRCh38,5,5.0,AC021851.1,5
KRTCAP3,ENSG00000157992,Gene Expression,GRCh38,486,544.0,KRTCAP3,486
INSR,ENSG00000171105,Gene Expression,GRCh38,3736,8096.0,INSR,3736
KREMEN2,ENSG00000131650,Gene Expression,GRCh38,72,79.0,KREMEN2,72
ITGAD,ENSG00000156886,Gene Expression,GRCh38,12,12.0,ITGAD,12
ZCCHC17,ENSG00000121766,Gene Expression,GRCh38,1702,2362.0,ZCCHC17,1702
GAL,ENSG00000069482,Gene Expression,GRCh38,186,231.0,GAL,186
AC026471.3,ENSG00000260740,Gene Expression,GRCh38,4,4.0,AC026471.3,4
AC006441.3,ENSG00000265784,Gene Expression,GRCh38,14,14.0,AC006441.3,14
BHMT2,ENSG00000132840,Gene Expression,GRCh38,18,18.0,BHMT2,18
PDHX,ENSG00000110435,Gene Expression,GRCh38,767,838.0,PDHX,767
CAMTA1,ENSG00000171735,Gene Expression,GRCh38,2215,3575.0,CAMTA1,2215
ZC3H14,ENSG00000100722,Gene Expression,GRCh38,962,1109.0,ZC3H14,962
TSC2,ENSG00000103197,Gene Expression,GRCh38,893,990.0,TSC2,893
CNIH2,ENSG00000174871,Gene Expression,GRCh38,15,15.0,CNIH2,15
CKS1B,ENSG00000173207,Gene Expression,GRCh38,3053,5699.0,CKS1B,3053
LARP4,ENSG00000161813,Gene Expression,GRCh38,1923,2607.0,LARP4,1923
EXOC3L4,ENSG00000205436,Gene Expression,GRCh38,45,47.0,EXOC3L4,45
PTPN2,ENSG00000175354,Gene Expression,GRCh38,1490,1911.0,PTPN2,1490
ESRRG,ENSG00000196482,Gene Expression,GRCh38,1077,1529.0,ESRRG,1077
PTCH2,ENSG00000117425,Gene Expression,GRCh38,307,378.0,PTCH2,307
FAM228B,ENSG00000219626,Gene Expression,GRCh38,268,278.0,FAM228B,268
AC060780.1,ENSG00000267002,Gene Expression,GRCh38,351,401.0,AC060780.1,351
OR5P2,ENSG00000183303,Gene Expression,GRCh38,13,14.0,OR5P2,13
CORO7,ENSG00000262246,Gene Expression,GRCh38,824,920.0,CORO7,824
GLTP,ENSG00000139433,Gene Expression,GRCh38,1482,2122.0,GLTP,1482
VPS9D1-AS1,ENSG00000261373,Gene Expression,GRCh38,20,20.0,VPS9D1-AS1,20
EPHB2,ENSG00000133216,Gene Expression,GRCh38,382,575.0,EPHB2,382
RP1,ENSG00000104237,Gene Expression,GRCh38,4,5.0,RP1,4
GTF3C4,ENSG00000125484,Gene Expression,GRCh38,672,742.0,GTF3C4,672
HIST1H4E,ENSG00000276966,Gene Expression,GRCh38,267,341.0,HIST1H4E,267
PCDHB14,ENSG00000120327,Gene Expression,GRCh38,5,5.0,PCDHB14,5
ARMCX3,ENSG00000102401,Gene Expression,GRCh38,1883,2772.0,ARMCX3,1883
COL15A1,ENSG00000204291,Gene Expression,GRCh38,32,39.0,COL15A1,32
BCL9L,ENSG00000186174,Gene Expression,GRCh38,2440,3622.0,BCL9L,2440
AK5,ENSG00000154027,Gene Expression,GRCh38,1389,2299.0,AK5,1389
U91328.3,ENSG00000272810,Gene Expression,GRCh38,3,3.0,U91328.3,3
B4GALT7,ENSG00000027847,Gene Expression,GRCh38,1908,3048.0,B4GALT7,1908
LINC00484,ENSG00000235641,Gene Expression,GRCh38,3,3.0,LINC00484,3
AC138207.5,ENSG00000265743,Gene Expression,GRCh38,15,15.0,AC138207.5,15
NR1D2,ENSG00000174738,Gene Expression,GRCh38,557,654.0,NR1D2,557
EXD3,ENSG00000187609,Gene Expression,GRCh38,306,322.0,EXD3,306
SEC24B-AS1,ENSG00000247950,Gene Expression,GRCh38,26,26.0,SEC24B-AS1,26
MIR497HG,ENSG00000267532,Gene Expression,GRCh38,5,5.0,MIR497HG,5
C15orf61,ENSG00000189227,Gene Expression,GRCh38,890,1085.0,C15orf61,890
OSTF1,ENSG00000134996,Gene Expression,GRCh38,3307,6098.0,OSTF1,3307
PRELP,ENSG00000188783,Gene Expression,GRCh38,3,3.0,PRELP,3
CCNL1,ENSG00000163660,Gene Expression,GRCh38,3436,7830.0,CCNL1,3436
CIB4,ENSG00000157884,Gene Expression,GRCh38,4,4.0,CIB4,4
HUWE1,ENSG00000086758,Gene Expression,GRCh38,2792,4635.0,HUWE1,2792
AC099518.2,ENSG00000261357,Gene Expression,GRCh38,4,4.0,AC099518.2,4
PSCA,ENSG00000167653,Gene Expression,GRCh38,726,1421.0,PSCA,726
PIGA,ENSG00000165195,Gene Expression,GRCh38,546,608.0,PIGA,546
TMEM9B,ENSG00000175348,Gene Expression,GRCh38,1863,2730.0,TMEM9B,1863
RAD51C,ENSG00000108384,Gene Expression,GRCh38,878,1024.0,RAD51C,878
AGAP3,ENSG00000133612,Gene Expression,GRCh38,308,328.0,AGAP3,308
GATA2-AS1,ENSG00000244300,Gene Expression,GRCh38,340,378.0,GATA2-AS1,340
NAMPT,ENSG00000105835,Gene Expression,GRCh38,1511,1935.0,NAMPT,1511
CIB3,ENSG00000141977,Gene Expression,GRCh38,5,5.0,CIB3,5
RBM10,ENSG00000182872,Gene Expression,GRCh38,815,892.0,RBM10,815
SAMD13,ENSG00000203943,Gene Expression,GRCh38,23,24.0,SAMD13,23
BOP1,ENSG00000261236,Gene Expression,GRCh38,455,497.0,BOP1,455
GLIS3,ENSG00000107249,Gene Expression,GRCh38,941,1178.0,GLIS3,941
AC116366.3,ENSG00000283782,Gene Expression,GRCh38,78,78.0,AC116366.3,78
TCF23,ENSG00000163792,Gene Expression,GRCh38,9,9.0,TCF23,9
LINC00294,ENSG00000280798,Gene Expression,GRCh38,423,454.0,LINC00294,423
